I_D,FLAG_TSUNAMI,YEAR,EQ_PRIMARY,COUNTRY,LATITUDE,LONGITUDE,REGION_CODE,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
8592,,2009,5.4,VENEZUELA,10.434,-69.715,160,,,,,,,,1,,,,
8792,,2009,3.5,SOUTH AFRICA,-26.414,27.494,10,2,1,,,3,1,,,,,,
8793,,2009,5.9,MALAWI,-9.948,33.878,10,1,1,,,15,1,,3,,,3000,4
8794,,2009,5.1,INDIA,17.109,73.767,60,,,,,,,,1,,,,2
8795,,2009,4.9,JAPAN,34.921,139.261,30,,,,,7,1,,1,,,20,1
8652,,2009,6.4,TAIWAN,23.796,121.605,30,,,,,14,1,,1,,,,1
8632,,2009,6,MALAWI,-10.108,33.818,10,3,1,,,250,3,,3,1111,4,3565,4
8812,,2009,5.9,MEXICO,32.437,-115.165,150,,,,,,,,1,,,,2
8813,,2009,5.2,BHUTAN,27.319,91.51,60,,,,,2,1,,2,,,700,3
8693,,2010,5.1,TAJIKISTAN,38.245,71.467,40,,,,,,,1.5,2,98,2,1000,3
8672,Tsu,2010,6.6,SOLOMON ISLANDS,-8.743,157.477,170,,,,,,,,,,,,
8673,Tsu,2010,7.1,SOLOMON ISLANDS,-8.799,157.346,170,,,,,,,,1,16,1,60,2
8692,Tsu,2010,6.8,SOLOMON ISLANDS,-9.019,157.551,170,,,,,,,,,,,,
8992,,2010,5.1,INDONESIA,-7.907,107.879,60,1,1,,,2,1,,,,,,
8712,,2010,6.5,USA,40.652,-124.692,150,,,,,30,1,21.8,3,,,,
8732,Tsu,2010,7,HAITI,18.457,-72.533,90,316000,4,,,300000,4,8000,4,97294,4,188383,4
8993,,2010,5.5,VENEZUELA,10.454,-63.475,160,,,,,11,1,,1,,,3,1
8994,,2010,5,IRAN,32.45,48.3,140,,,,,,,,2,,,150,3
8995,,2010,4.4,CHINA,25.558,105.804,30,7,1,1,1,9,1,,,,,,
8752,,2010,4.7,CHINA,30.268,105.668,30,1,1,,,15,1,,2,200,3,,
9052,,2010,4.8,CHINA,25.523,101.903,30,,,,,11,1,,1,,,,1
9032,Tsu,2010,7,JAPAN,25.93,128.425,30,,,,,2,1,,1,,,,
8872,Tsu,2010,8.8,CHILE,-36.122,-72.898,160,558,3,,,12000,4,30000,4,,,500000,4
9053,,2010,6.3,ARGENTINA,-24.872,-65.602,160,2,1,,,2,1,,,,,,
9152,,2010,6.3,TAIWAN,22.918,120.795,30,,,,,96,2,1000,4,,,340,3
8892,,2010,6.1,TURKEY,38.864,39.986,140,51,2,,,100,2,,2,287,3,700,3
8912,Tsu,2010,6.9,CHILE,-34.29,-71.891,160,,,,,,,,1,,,,
9372,,2010,6.7,INDIA,13.667,92.831,60,,,,,10,1,,2,,,,3
8932,,2010,7.2,MEXICO,32.297,-115.278,150,2,1,,,233,3,1150,4,,,,3
8973,Tsu,2010,7.8,INDONESIA,2.383,97.048,60,,,,,,,,,,,,
8972,,2010,6.9,CHINA,33.165,96.548,30,2220,4,70,2,12135,4,500,4,15000,4,,
9012,,2010,5.6,AFGHANISTAN,35.633,67.658,40,11,1,,,70,2,,4,2000,4,,
9033,,2010,5.2,AUSTRALIA,-30.794,121.406,60,,,,,3,1,,1,,,,1
9512,,2010,4.5,INDIA,30.099,80.026,60,,,,,,,,1,,,,
9513,,2010,6.2,PERU,-18.058,-70.547,160,,,,,11,1,,2,,,,2
9092,,2010,7.2,INDONESIA,3.748,96.018,60,,,,,,,,1,,,,
9132,,2010,5.2,ALGERIA,35.9,4.12,15,2,1,,,43,1,,,,,,
9514,,2010,5.8,USA TERRITORY,18.4,-67.07,90,,,,,,,,1,,,,1
9172,Tsu,2010,4.4,USA TERRITORY,16.591,145.682,170,,,,,,,,,,,,
9252,Tsu,2010,7.5,INDIA,7.881,91.936,60,,,,,,,,,,,,
9764,,2010,5.8,USA,32.7,-115.921,150,,,,,,,,1,,,,1
9292,,2010,7,INDONESIA,-2.174,136.543,170,17,1,,,,,,3,2556,4,,
9765,,2010,5.9,INDIA,13.197,93.087,60,,,,,,,,1,,,,2
9766,,2010,5.2,INDIA,29.872,80.428,60,,,,,,,,1,,1,,
9373,,2010,5.2,CANADA,45.88,-75.48,150,,,,,,,,1,,,,
9767,,2010,6.2,MEXICO,16.396,-97.782,150,1,1,,,,,,,,,,
9412,,2010,5.8,IRAN,27.022,53.861,140,1,1,,,32,1,,2,,,,3
9432,,2010,7.6,PHILIPPINES,6.486,123.467,170,,,,,,,,,,,,
9769,,2010,5.4,IRAN,35.217,59.308,140,,,,,274,3,,3,,,,
9452,Tsu,2010,7.2,VANUATU,-17.541,168.069,170,,,,,,,,,,,,
9770,,2010,7.1,ECUADOR,-1.266,-77.306,160,,,,,,,,1,,,,
9612,Tsu,2010,6.9,USA TERRITORY,12.484,141.476,170,,,,,,,,,,,,
9472,,2010,5.7,IRAN,35.49,54.47,140,3,1,,,200,3,,3,700,3,,
9771,,2010,4.9,CHINA,27.197,103.005,30,,,,,14,1,,3,,,1001,4
9492,,2010,7,NEW ZEALAND,-43.522,171.83,170,,,,,2,1,6500,4,,,,3
9772,,2010,5,NEW ZEALAND,-43.57,172.388,170,,,,,,,,1,,,,
9773,,2010,5.1,NEW ZEALAND,-40.433,176.818,170,,,,,,,,1,,,,
9774,,2010,5,NEW ZEALAND,-43.598,172.69,170,,,,,,,,1,,,,
9775,,2010,4.8,BANGLADESH,23.407,90.648,60,,,,,,,,1,,,,
9552,,2010,5.8,IRAN,29.647,51.665,140,1,1,,,3,1,,1,,1,,
9777,,2010,5.2,PAKISTAN,33.869,72.887,60,1,1,,,15,1,,1,,,100,2
9592,Tsu,2010,7.8,INDONESIA,-3.487,100.082,60,431,3,,,,,39,4,700,3,,
9632,,2010,5.5,SERBIA,43.76,20.673,130,2,,,,100,2,,3,1000,3,5000,4
9803,,2010,4.9,IRAN,33.37,48.94,140,,,,,104,2,,1,,,,2
9825,,2010,4.7,PAKISTAN,30.178,67.117,60,,,,,12,1,,1,,,,2
9827,,2010,5.1,ETHIOPIA,7.521,37.839,10,,,,,,3,,2,,,,3
9826,,2010,3.7,USA,35.827,-96.772,150,,,,,,,,1,,,,1
9760,,2010,6.5,IRAN,28.412,59.18,140,7,1,,,25,1,,3,,3,1800,4
9759,Tsu,2010,7.4,JAPAN,26.901,143.698,30,,,,,,,,,,,,
9761,Tsu,2010,7.3,VANUATU,-19.702,167.947,170,,,,,4,1,,1,,,,
9828,,2010,4.5,NEW ZEALAND,-43.55,172.647,170,,,,,,,,1,,,20,1
9762,,2011,4.5,IRAN,30.16,51.62,140,,,,,16,1,,2,,,,
9811,Tsu,2011,6.5,VANUATU,-19.157,168.311,170,,,,,,,,,,,,
9763,,2011,7.2,PAKISTAN,28.777,63.951,60,3,1,,,,2,,2,,,200,3
9830,,2011,4.8,CHINA,24.693,97.943,30,,,,,1,1,,2,,,700,3
9831,,2011,6.3,MYANMAR (BURMA),24.618,94.68,60,1,1,,,,,,1,,2,,
9776,Tsu,2011,6.8,CHILE,-36.474,-73.125,160,,,,,,,,,,,,
9832,,2011,3.1,USA,38.947,-107.497,150,,,,,,,,1,,,,
9779,Tsu,2011,6.1,NEW ZEALAND,-43.583,172.68,170,181,3,,,1500,4,15000,4,100000,4,,
9835,,2011,5.5,PHILIPPINES,9.457,125.935,170,,,,,,,,1,,,,2
9797,Tsu,2011,7.5,JAPAN,38.435,142.842,30,,,,,,,,,,,,
9836,,2011,5.5,CHINA,24.719,97.969,30,25,1,,,250,3,,3,1039,4,12528,4
9799,Tsu,2011,9.1,JAPAN,38.297,142.372,30,18431,4,,,6157,4,220085.456,4,123661,4,280920,4
9805,,2011,7.9,JAPAN,36.281,141.111,30,,,,,,,,,,,,
9806,,2011,7.6,JAPAN,38.058,144.59,30,,,,,,,,,,,,
9801,,2011,6.8,MYANMAR (BURMA),20.687,99.822,60,75,2,,,123,3,3.6,2,,,10104,4
9848,,2011,5.4,NEPAL,29.698,80.754,60,,,,,,,,1,,,,
9804,Tsu,2011,7.1,JAPAN,38.276,141.588,30,3,1,,,132,3,,1,,,,
9847,,2011,5.1,CHINA,31.373,100.757,30,,,,,,,,1,,1,,
9841,,2011,6.6,JAPAN,37.001,140.401,30,7,1,,,,,,1,3,1,,
9864,,2011,6.1,INDONESIA,-4.586,122.771,170,,,,,14,1,,2,,2,,
10440,Tsu,2011,6.8,NEW CALEDONIA,-20.244,168.226,170,,,,,,,,,,,,
9821,,2011,5.1,SPAIN,37.699,-1.672,130,10,1,,,,3,,1,,1,,
9833,,2011,4.3,TURKEY,39.12,29.04,140,2,1,,,125,3,,1,,,,2
9857,,2011,5.3,CHINA,43.015,88.247,40,,,,,8,1,,1,,,50,1
9858,,2011,6,NEW ZEALAND,-43.564,172.743,170,1,1,,,45,1,3000,4,100,2,,
9859,,2011,5.3,CHINA,25.075,98.721,30,,,,,4,1,,2,,,,
9824,Tsu,2011,7.3,USA,52.05,-171.836,150,,,,,,,,,,,,
9860,,2011,5.3,CHINA,32.447,95.948,40,,,,,,,,1,10,1,,3
9822,Tsu,2011,7.6,KERMADEC ISLANDS (NEW ZEALAND),-29.539,-176.34,170,,,,,,,,,,,,
9823,Tsu,2011,7,JAPAN,38.034,143.264,30,,,,,,,,,,,,
9829,,2011,6.1,UZBEKISTAN,40.081,71.41,40,14,1,,,86,2,,1,,2,,
9862,,2011,5,CHINA,24.932,98.73,30,,,,,3,1,,3,,,22823,4
9872,,2011,5.7,CHINA,39.955,77.028,40,,,,,21,1,,2,,,,
9838,Tsu,2011,7.1,VANUATU,-18.365,168.143,170,,,,,,,,,,,,
9837,Tsu,2011,7,VANUATU,-18.311,168.218,170,,,,,,,,,,,,
9873,,2011,5.4,USA,37.063,-104.701,150,,,,,,,,2,,,,
9861,,2011,5.8,USA,37.936,-77.933,150,,,,,,,,2,,,,
9839,Tsu,2011,6.8,USA,52.171,-171.708,150,,,,,,,,,,,,
9840,,2011,6.7,INDONESIA,2.965,97.893,60,10,1,,,,,,1,,,,2
9874,,2011,4.3,INDIA,28.724,77.189,60,,,,,1,1,,1,,,,
9842,,2011,6.9,INDIA,27.73,88.155,60,111,3,,,177,3,22.3,3,,4,6000,4
9843,,2011,5.6,GUATEMALA,14.186,-90.238,100,1,1,,,,,,1,,,,
9875,,2011,5,INDIA,21.211,70.533,60,,,,,34,1,,3,,,3000,4
9846,Tsu,2011,7.4,KERMADEC ISLANDS (NEW ZEALAND),-28.993,-176.238,170,,,,,,,,,,,,
9845,,2011,7.1,TURKEY,38.722,43.513,140,604,3,,,2608,4,1500,4,5739,4,4882,4
9886,,2011,6.9,PERU,-14.438,-75.966,160,1,1,,,103,2,,2,134,3,,
9887,,2011,3.5,INDIA,27.449,88.684,60,2,1,,,,,,,,,,
9888,,2011,4,ECUADOR,-0.13,-78.37,160,,,,,,,,1,,,,2
9849,,2011,5.6,CHINA,43.648,82.437,40,,,,,,,10.5,3,2453,2,,3
9850,,2011,5.7,USA,35.532,-96.765,150,,,,,2,1,,2,14,1,,3
9851,,2011,5,PHILIPPINES,7.904,125.185,170,,,,,31,1,,1,,,23,1
9889,,2011,5,USA,35.531,-96.788,150,,,,,,,,1,,,,2
9852,,2011,5.7,TURKEY,38.429,43.229,140,40,1,,,,,,1,,1,,
9890,,2011,5.8,INDIA,24.955,95.236,60,,,,,,,,1,,,,
9863,,2011,5.1,EL SALVADOR,13.297,-87.898,100,,,,,,,,1,,,80,2
9891,,2011,5.3,CHINA,38.31,76.888,40,,,,,,,,2,,,300,3
9854,,2011,5.3,NEW ZEALAND,-41.364,174.315,170,,,,,,,,1,,,,2
9853,,2011,6.4,MEXICO,17.844,-99.963,150,2,1,,,5,1,,2,,,70,2
9855,,2011,5.8,NEW ZEALAND,-43.49,172.8,170,,,,,60,2,,1,,,,1
9856,,2011,6.7,RUSSIA,51.842,95.911,40,,,,,,,,2,,,,3
9866,,2012,5.3,IRAN,36.288,58.835,140,,,,,238,3,,1,,,,2
9867,,2012,6.4,PERU,-14.168,-75.635,160,,,,,119,3,,1,,,,1
9871,Tsu,2012,7,VANUATU,-17.827,167.133,170,,,,,,,,,,,,
9870,,2012,6.7,PHILIPPINES,9.999,123.206,170,51,2,62,2,112,3,15,3,15000,4,,
9904,,2012,5.9,TAIWAN,22.661,120.891,30,,,,,,,,1,,,,
9903,,2012,5.2,IRAN,31.428,56.778,140,,,,,6,1,,1,,,,2
9905,,2012,5.6,PHILIPPINES,12.354,123.7,170,,,,,10,1,,1,1,1,,2
10413,Tsu,2012,6.7,VANUATU,-19.125,169.613,170,,,,,,,,,,,,
9878,Tsu,2012,6.9,JAPAN,40.887,144.944,30,,,,,,,,,,,,
9877,,2012,5.8,PHILIPPINES,10.037,125.633,170,,,,,55,2,,1,4,1,,1
9876,Tsu,2012,7.4,MEXICO,16.493,-98.231,150,2,1,,,13,1,,3,800,3,,
9920,,2012,7.2,CHILE,-35.2,-72.217,160,1,1,,,14,1,,1,,,,2
9879,Tsu,2012,8.6,INDONESIA,2.327,93.063,60,10,1,,,12,1,,1,,,,2
9880,Tsu,2012,8.2,INDONESIA,0.802,92.463,60,,,,,,,,,,,,
9885,Tsu,2012,6.3,VANUATU,-18.972,168.741,170,,,,,,,,,,,,
9884,,2012,6.7,CHILE,-32.625,-71.365,160,2,1,,,,,,1,,,,2
9893,,2012,5.4,IRAN,32.747,47.726,140,,,,,8,1,,2,,,,3
9894,,2012,5.7,AZERBAIJAN,41.549,46.789,40,,,,,50,1,,3,3100,4,,1
9930,,2012,5.4,INDIA,26.175,92.889,60,,,,,2,1,,1,,,,2
9931,,2012,5.7,TAJIKISTAN,38.612,70.354,40,1,1,,,,,,2,,3,,
9932,,2012,6.3,CHILE,-17.678,-69.591,160,,,,,,,,1,,,,
9933,,2012,4.1,BRAZIL,-16.764,-43.999,160,,,,,,,,1,,,6,1
9902,,2012,6.1,ITALY,44.89,11.23,130,7,1,,,50,1,,4,,,,3
9948,,2012,5.1,ITALY,44.831,11.49,130,,,,,,,,1,,,,
9906,,2012,5.6,BULGARIA,42.645,22.968,110,,,,,,,,2,,,90,2
9901,,2012,5.9,ITALY,44.851,11.086,130,17,1,,,350,3,15800,4,,,,
9909,,2012,5.8,INDONESIA,-7.692,106.371,60,,,,,2,1,,1,,,23,1
9921,,2012,6.1,TURKEY,36.42,28.88,140,,,,,6,1,,1,,,,2
9922,,2012,5.8,AFGHANISTAN,36.023,69.351,40,75,2,,,13,1,,2,143,3,593,3
9949,,2012,5.3,TURKEY,37.294,42.325,140,,,,,23,1,,1,,,25,1
9919,,2012,5.5,CHINA,27.767,100.781,30,4,1,,,394,3,,4,6768,4,,
9924,,2012,6.3,CHINA,43.433,84.7,40,,,,,52,2,68,4,,,30000,4
9950,,2012,4.9,CHINA,32.978,119.593,30,1,1,,,2,1,,1,,,,
9951,,2012,6.5,INDONESIA,2.707,96.045,60,1,1,,,,,,1,,,20,1
9926,,2012,6.4,SOLOMON ISLANDS,-9.694,159.727,170,,,,,,,,1,26,1,,
9928,,2012,6.5,IRAN,38.329,46.826,140,306,3,,,3000,4,,4,,4,,4
9929,,2012,7.7,RUSSIA,49.8,145.064,50,,,,,,,,,,,,
9938,,2012,6.3,INDONESIA,-1.315,120.096,170,6,1,,,43,1,,4,471,3,1097,4
9934,Tsu,2012,7.3,NICARAGUA,12.139,-88.59,100,,,,,,,,,,,,
9935,Tsu,2012,7.6,PHILIPPINES,10.811,126.638,170,1,1,,,1,1,0.3,1,,1,,
9936,Tsu,2012,7.6,COSTA RICA,10.085,-85.315,100,2,1,,,20,1,,1,,2,,
9937,,2012,5.6,CHINA,27.575,103.983,30,81,2,,,821,3,1000,4,37000,4,133000,4
9968,,2012,5,INDIA,23.739,81.314,60,,,,,,,,1,,2,1,1
9941,Tsu,2012,7.7,CANADA,52.788,-132.101,150,1,1,,,,,,1,,,,1
9942,Tsu,2012,7.3,GUATEMALA,13.988,-91.895,100,48,2,,,155,3,,3,2769,4,7561,4
9943,,2012,6.8,MYANMAR (BURMA),23.005,95.885,60,26,1,,,230,3,,2,251,3,,
9944,,2012,5.1,CHINA,40.411,90.355,40,,,,,,,,1,,,,2
9945,,2012,5.7,IRAN,33.506,59.571,140,8,1,,,12,1,,1,,,,1
9946,Tsu,2012,7.2,JAPAN,37.89,143.949,30,,,,,11,1,,,,,,
9953,Tsu,2013,7.5,USA,55.393,-134.652,150,,,,,,,,1,,,,
9957,,2013,6.1,INDONESIA,4.927,95.907,60,1,1,,,15,1,,1,,,71,2
9958,Tsu,2013,7.9,SOLOMON ISLANDS,-10.799,165.114,170,10,1,,,15,1,2,2,588,3,478,3
9963,Tsu,2013,7,SOLOMON ISLANDS,-10.928,166.018,170,,,,,,,,,,,,
9964,,2013,7,COLOMBIA,1.135,-77.393,160,,,,,15,1,,2,100,2,1900,4
9999,,2013,4.2,RUSSIA,55.15,61.41,40,,,,,1000,3,,3,,,4000,4
9965,,2013,4.9,CHINA,27.226,103.071,30,,,,,8,1,,2,72,2,949,3
9966,,2013,5.3,PERU,-15.748,-71.425,160,,,,,,,,1,,,80,2
9967,,2013,5.4,CHINA,25.98,99.812,30,,,,,30,1,,3,700,3,2500,4
10000,,2013,5.1,CHINA,40.119,77.466,40,,,,,,,,2,864,3,,
9975,,2013,6,TAIWAN,23.828,121.215,30,1,1,,,86,2,1.128,2,,,,3
9974,,2013,6.3,IRAN,28.428,51.593,140,37,1,,,850,3,,2,,3,700,3
10182,,2013,5.4,HONDURAS,15.52,-87.159,100,,,,,,,,1,12,1,66,2
9980,,2013,5.8,JAPAN,34.369,134.828,30,,,,,24,1,,1,,,,1
9976,,2013,7.7,IRAN,28.033,61.996,140,40,1,,,300,3,,3,,,1000,3
10035,,2013,5.8,JAPAN,33.958,139.352,30,,,,,3,1,,1,,,,2
10036,,2013,2.1,USA,31.817,-97.088,150,14,1,,,200,3,100,4,50,1,,
9977,Tsu,2013,7.2,RUSSIA,46.221,150.788,50,,,,,,,,,,,,
9978,,2013,6.6,CHINA,30.308,102.888,30,196,3,21,1,11470,4,,3,,3,,3
10508,Tsu,2013,6,MEXICO,18.081,-102.182,150,,,,,,,,,,,,
9983,,2013,5.5,AFGHANISTAN,34.526,70.22,40,18,1,,,141,3,,2,,,676,3
9991,,2013,5.7,INDIA,33.061,75.863,60,3,1,,,90,2,19.5,3,1136,4,95532,4
9994,,2013,6.1,IRAN,26.56,57.77,140,2,1,,,20,1,,2,,,,3
10037,,2013,4.9,ALGERIA,36.703,5.261,15,,,,,5,1,,1,,,,2
9998,,2013,8.3,RUSSIA,54.892,153.221,50,,,,,,,,,,,,
10003,,2013,5.7,PHILIPPINES,7.275,124.898,170,,,,,33,1,,1,,,164,3
10002,,2013,6.3,TAIWAN,23.789,121.141,30,4,1,,,21,1,,1,,,,
10007,,2013,5.3,RUSSIA,54.263,86.173,40,,,,,,,,1,,,500,3
10006,,2013,5.1,INDONESIA,-8.305,116.058,60,,,,,50,1,,3,5370,4,1700,4
10005,,2013,6.1,INDONESIA,4.645,96.665,60,42,1,6,1,2500,4,,3,20401,4,,
10038,,2013,5.7,INDONESIA,-8.803,113.002,60,,,,,1,1,,1,124,3,,
10034,,2013,4.8,ALGERIA,36.534,3.086,15,,,,,11,1,,1,,,,3
10021,Tsu,2013,6.5,NEW ZEALAND,-41.704,174.337,170,,,,,5,1,,1,,,35,1
10018,,2013,6,CHINA,34.512,104.262,30,94,2,5,1,1001,4,,4,1968,4,22496,4
10295,,2013,5.2,INDIA,33.297,75.95,60,,,,,2,1,,2,,,,3
10033,,2013,5.5,GREECE,38.689,22.695,130,,,,,,,,2,100,2,,
10296,,2013,5.7,CHINA,30.046,97.957,40,,,,,,,,2,,,,1
10032,,2013,6.5,NEW ZEALAND,-41.731,174.027,170,,,,,,2,,2,,2,,2
10029,,2013,6.2,MEXICO,16.878,-99.498,150,,,,,1,1,,1,,,,1
10297,,2013,5.2,CHINA,28.239,99.328,30,,,,,,,,1,36,1,36,1
10031,,2013,5.8,CHINA,28.243,99.35,30,5,1,,,24,1,,3,600,3,55500,4
10030,,2013,6.4,GUATEMALA,14.606,-92.121,100,1,1,,,11,1,,1,3,1,,
10039,Tsu,2013,7.7,PAKISTAN,26.951,65.501,60,825,3,,,619,3,,4,32638,4,14118,4
10040,,2013,7.1,PERU,-16.15,-74.87,160,,,,,,,,1,,1,,
10043,,2013,6.8,PAKISTAN,27.183,65.505,60,22,1,,,50,1,,,,2,,2
10049,,2013,6.6,GREECE,35.514,23.252,130,,,,,1,1,,1,,,,1
10048,,2013,7.1,PHILIPPINES,9.88,124.117,170,222,3,8,1,976,3,51.8,4,,4,,4
10050,,2013,5.5,INDONESIA,5.103,95.971,60,1,1,,,2,1,,1,,,160,3
10052,Tsu,2013,7.1,JAPAN,37.2,144.6,30,,,,,1,1,,,,,,
10305,,2013,5.2,TAJIKISTAN,38.41,68.89,40,,,,,,,,2,104,3,256,3
10054,Tsu,2013,7.7,ANTARCTICA,-60.274,-46.401,20,,,,,,,,,,,,
10306,,2013,5.3,CHINA,44.599,124.168,30,,,,,,,,2,,,5300,4
10056,,2013,5.7,IRAN,29.275,51.313,140,8,1,,,200,3,,2,250,3,,1
10059,,2014,5.3,IRAN,27.15,54.448,140,1,1,,,30,1,,1,,,,3
10308,,2014,5.6,COLOMBIA,4.557,-76.644,160,,,,,,,,2,,,121,3
10068,,2014,6.4,USA TERRITORY,19.043,-66.81,90,,,,,,,,1,,,,
10067,,2014,6.1,NEW ZEALAND,-40.66,175.814,170,,,,,,,,1,,,,1
10070,,2014,6.1,INDONESIA,-7.986,109.265,60,,,,,,,,1,1,1,,2
10069,,2014,6.1,GREECE,38.208,20.453,130,,,,,6,1,178,4,,,,1
10072,,2014,5.3,IRAN,26.589,57.741,140,,,,,,,,1,,,,3
10071,,2014,6,GREECE,38.244,20.379,130,,,,,16,1,,1,,,,1
10309,,2014,4.1,USA,35.937,-97.271,150,,,,,,,,1,,,,
10073,,2014,6.9,CHINA,35.905,82.586,40,,,,,,,,3,67,2,1001,4
10074,,2014,4.5,AUSTRALIA,-30.686,121.332,60,,,,,,,,1,,,,
10087,,2014,6.3,JAPAN,33.684,131.825,30,,,,,18,1,,1,,,,
10075,Tsu,2014,6.7,CHILE,-19.965,-70.814,160,,,,,,,,1,,,,
10082,,2014,5.1,USA,33.863,-117.835,150,,,,,,1,10.8,3,,,20,1
10079,Tsu,2014,8.2,CHILE,-19.61,-70.769,160,7,1,,,,,100,4,,,2600,4
10080,Tsu,2014,7.7,CHILE,-20.571,-70.493,160,,,,,,,,,,,,
10081,,2014,5.4,CHINA,28.174,103.619,30,,,,,21,1,,2,75,2,2700,4
10083,,2014,6.1,NICARAGUA,12.403,-86.378,100,2,1,,,250,3,3,2,168,3,2210,4
10310,,2014,7.1,PAPUA NEW GUINEA,-6.586,155.049,170,1,1,,,,,,1,51,2,,
10084,Tsu,2014,7.6,SOLOMON ISLANDS,-11.27,162.148,170,,,,,,,,,,,,
10085,Tsu,2014,7.4,SOLOMON ISLANDS,-11.463,162.051,170,,,,,,,,,,,,
10086,,2014,5.2,NICARAGUA,12.151,-86.281,100,,,,,,1,,1,7,1,,
10088,Tsu,2014,7.2,MEXICO,17.397,-100.972,150,,,,,,,,1,,,127,2
10091,Tsu,2014,7.5,PAPUA NEW GUINEA,-6.755,155.024,170,,,,,,,,,,,,
10093,,2014,6.1,THAILAND,19.656,99.67,60,1,1,,,32,1,62,4,20,1,,3
10095,,2014,6.4,MEXICO,17.235,-100.746,150,,,,,,,,1,,,,1
10094,,2014,4.5,PAKISTAN,26.387,68.358,60,2,1,,,70,2,,1,,2,,
10099,,2014,3.6,GERMANY,49.799,8.69,120,,,,,,,1.36,2,,,70,2
10098,,2014,5,ALBANIA,41.115,19.777,130,,,,,,,,1,,,,1
10096,,2014,6.9,GREECE,40.24,25.33,130,3,1,,,266,3,4500,4,,,,2
10097,,2014,5.9,CHINA,25,97.845,30,,,,,45,1,,4,3390,4,18000,4
10101,Tsu,2014,6.9,NEW ZEALAND,-29.977,-177.725,170,,,,,,,,,,,,
10100,Tsu,2014,7.9,USA,51.849,178.735,150,,,,,,,,,,,,
10102,,2014,6.9,MEXICO,14.728,-92.578,150,3,1,,,33,1,,1,,1,50,1
10105,Tsu,2014,6.5,JAPAN,37.005,142.453,30,,,,,3,1,,,,,,
10314,,2014,3.9,USA,35.524,-97.146,150,,,,,,,,2,,,,2
10107,Tsu,2014,6.1,USA,58.306,-136.96,150,,,,,,,,,,,,
10104,,2014,6.3,MEXICO,17.682,-95.653,150,1,1,,,1,1,,2,,,,2
10103,,2014,5.5,ALGERIA,36.841,3.301,15,6,1,,,420,3,,,,,,
10106,,2014,6.2,CHINA,27.189,103.409,30,615,3,114,3,3143,4,,3,25800,4,160400,4
10109,,2014,5.5,SOUTH AFRICA,-26.99,26.705,10,1,1,,,17,1,,2,13,1,1433,4
10113,,2014,5.1,ECUADOR,-0.018,-78.322,160,2,1,,,8,1,,1,,,89,2
10112,,2014,5,CHINA,28.125,103.546,30,,,,,6,1,,1,,,337,3
10111,,2014,6.2,IRAN,32.663,47.673,140,,,,,330,2,,4,2700,4,17000,4
10110,,2014,6.1,USA,38.216,-122.312,150,1,1,,,257,3,700,4,160,3,1034,4
10117,,2014,5.2,PHILIPPINES,6.864,125.233,170,,,,,1,1,,1,15,1,67,2
10118,,2014,5.1,PERU,-13.843,-71.695,160,8,1,,,6,1,,1,106,3,,3
10116,,2014,6.1,CHINA,23.383,100.47,30,1,1,,,323,3,,1,,1,,
10115,Tsu,2014,7,CHILE,-32.108,-110.811,160,,,,,,,,,,,,
10193,Tsu,2014,7.3,EL SALVADOR,12.526,-88.123,100,1,1,,,,,,1,5,1,41,1
10119,Tsu,2014,7.1,INDONESIA,1.893,126.522,170,,,,,,,,,,,,
10121,,2014,5.9,CHINA,30.34,101.737,30,5,1,,,65,2,,3,30,1,27400,4
10122,,2014,6.2,JAPAN,36.641,137.888,30,,,,,45,1,,1,50,1,,2
10128,,2014,5.6,CHINA,23.358,100.533,30,1,1,,,15,1,,2,434,3,17000,4
10315,,2014,4.9,ALGERIA,36.492,3.025,15,,,,,,1,,1,,,,1
10320,,2015,5.3,CHINA,29.353,103.199,30,,,,,11,1,,2,,,2000,4
10131,Tsu,2015,6.7,JAPAN,39.856,142.881,30,,,,,,,,,,,,
10135,Tsu,2015,6.4,VANUATU,-16.431,168.148,170,,,,,,,,1,,,,1
10127,,2015,4.5,CHINA,23.01,101.755,30,,,,,,,,1,,,276,3
10126,,2015,3.6,BOSNIA-HERZEGOVINA,44.534,18.934,130,4,1,,,1,1,,,,,,
10125,,2015,5.1,CHINA,44.133,85.568,40,,,,,,,14.65,3,,,1728,4
10124,,2015,5.4,PAKISTAN,34.671,73.278,60,,,,,5,1,,1,,,2,1
10321,,2015,4.5,PERU,-15.693,-71.934,160,,,,,,,,2,64,2,500,3
10335,,2015,5.5,CHINA,23.5,98.9,30,,,,,39,1,,3,220,3,15800,4
10137,,2015,4.4,SERBIA,44.088,19.861,130,,,,,,,,1,,,100,2
10336,,2015,6.2,COLOMBIA,6.8,-73.01,160,,,,,,,,3,180,3,2167,4
10132,,2015,4.6,CHINA,33.15,115.8,30,2,1,,,13,1,,2,155,3,11079,4
