I_D,FLAG_TSUNAMI,YEAR,EQ_PRIMARY,COUNTRY,LATITUDE,LONGITUDE,REGION_CODE,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
4246,,1961,6.6,IRAN,27.9,54.6,140,,,,,,,,,,,,
8060,,1961,5.8,CHINA,24.97,98.63,30,,,,,,,,3,5740,4,,
6917,Tsu,1961,6.5,COLOMBIA,8.9,-73.4,90,,,,,,,,,,,,
4247,,1961,,IRAN,33.5,49.4,140,,,,,,,,,,,,
8061,,1961,6,CHINA,27.73,99.75,30,,,,,,,,3,11400,4,,
6397,Tsu,1961,,JAPAN,29.6,131.8,30,,,,,,,,,,,,
6398,Tsu,1961,7.3,VANUATU,-18.421,168.411,170,,,,,,,,1,,,,
6399,Tsu,1961,6.4,SOLOMON ISLANDS,-9.849,160.614,170,,,,,,,,,,,,
6400,Tsu,1961,,JAPAN,42.9,145.6,30,,,,,,,,,,,,
6401,Tsu,1961,6.7,RUSSIA,46.338,149.548,50,,,,,,,,,,,,
4248,,1961,7.3,JAPAN,36,136.7,30,,,,,,,,,,,,
4249,,1961,7.5,PERU,-10.5,-70.7,160,,,,,,,,,,,,
4250,,1961,7.5,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,-59.5,-27.3,70,,,,,,,,,,,,
4251,,1961,7.7,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,-58,-27,70,,,,,,,,,,,,
4252,,1961,7.7,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,-56.26,-27.283,70,,,,,,,,,,,,
8062,,1961,5.7,CHINA,34.33,104.78,30,,,,,,,,1,10,1,,
4253,,1961,,IRAN,33.6,48.1,140,,,,,,,,,,,,
6402,Tsu,1961,6.5,CHILE,-36.7,-73,160,,1,,,,,,1,,,,
6325,Tsu,1961,,JAPAN,42.7,145.7,30,,,,,,,,,,,,
4254,,1961,6.9,COLOMBIA,4.6,-75.6,160,,,,,,,,,,,,
4255,,1962,5.9,CROATIA,43.3,17.1,130,4,1,,,,,,2,,,,
4256,,1962,6.1,CROATIA,43.3,17.1,130,1,1,,,,,,2,2290,4,,
4257,,1962,7.3,CHILE,-37.8,-72.5,160,,,,,,,,,,,,
4258,,1962,5.3,TUNISIA,36,9,15,,,,,,,,,,,,
6403,Tsu,1962,6.8,PANAMA,8.008,-82.757,100,,,,,,,,1,,,,
4259,,1962,6,ALBANIA,40.9,19.5,130,,,,,,,,,,,,
8052,,1962,6.1,CHINA,23.72,114.67,30,1,1,,,2,1,,3,1200,4,,
4260,,1962,,IRAN,33.6,59,140,,,,,,,,,,,,
6404,Tsu,1962,7.2,JAPAN,38.073,142.741,30,,,,,,,,,,,,
4261,,1962,6.3,PERU,-10,-79,160,,,,,,,,,,,,
8063,,1962,5.5,CHINA,23.6,106.1,30,,,,,,,,1,,,,
6592,Tsu,1962,,JAPAN,42.2,143.9,30,,,,,,,,,,,,
4263,,1962,5.3,FRANCE,45,5.6,120,,,,,,,,,,,,
4264,,1962,6.8,JAPAN,38.8,140.9,30,1,1,,,,3,,2,,,,
4265,Tsu,1962,7,MEXICO,17.2,-99.6,150,4,1,,,,3,,2,,2,,
4266,Tsu,1962,7.2,MEXICO,17.2,-99.5,150,3,1,,,16,1,,2,,2,,
8064,,1962,6.8,CHINA,37.1,96,40,,,,,,,,1,,1,,
6405,Tsu,1962,5.7,JAPAN,41.8,142.4,30,,,,,,,,,,,,
7770,Tsu,1962,4.5,GREECE,39.8,25,130,,,,,,,,,,,,
4267,,1962,6.3,BOSNIA-HERZEGOVINA,43.6,18.3,130,,,,,,,,,,,,
8065,,1962,6.2,CHINA,25.2,101.2,30,,,,,,,,3,2550,4,,
4268,,1962,7.4,PANAMA,7.5,-82,100,,,,,,,,,,,,
4270,,1962,6.8,COLOMBIA,5.2,-76.4,160,47,1,,,300,3,,3,,,,3
8066,,1962,6.4,CHINA,44.68,81.58,40,,,,,,,,1,,1,,
4272,,1962,6.1,ITALY,41.4,15.5,130,,,,,,,,,,,,
4273,,1962,6.8,GREECE,37.8,22.9,130,,,,,,,,,,,,
4274,,1962,5.8,USA,41.8,-111.8,150,,,,,,,1,2,,,,2
4276,,1962,7.2,IRAN,35.63,49.87,140,12225,4,,,2776,4,30,4,21310,4,,
4277,,1962,5.5,TURKEY,39.9,43.9,140,,,,,,,,,,,,
4278,,1962,5.5,GREECE,39.6,23.3,130,,,,,,,,,,,,
4279,,1962,5,IRAN,35.1,58.7,140,,,,,,,,,,,,
4281,,1962,5.5,IRAN,28.1,55.6,140,,,,,,,,,,,,
8067,,1962,5.5,CHINA,38.12,106.27,30,,,,,,,,1,,1,,
6326,Tsu,1962,6.5,USA,52.47,-168.54,150,,,,,,,,,,,,
4282,,1963,4.5,IRAN,36.9,57.8,140,,,,,,,,,,,,
4283,Tsu,1963,7.3,TAIWAN,24.5,122.1,30,15,1,,,18,1,,2,,2,,
4285,,1963,5.4,LIBYA,32.6,21,15,300,3,,,375,3,5,2,,3,,
4287,,1963,7.2,IRAN,34.4,47.9,140,,,,,,,,,,,,
4289,,1963,,ITALY,40.8,15.6,130,,,,,,,,,,,,
4290,,1963,7,IRAN,37,57.9,140,4,1,,,,3,,2,100,2,,
8068,,1963,7,CHINA,35.7,97,30,,,,,,,,1,,1,,
8069,,1963,6,CHINA,25.8,99.5,30,,,,,,,,2,,2,,
4291,,1963,5.5,NICARAGUA,12.2,-86.9,100,,,,,,,,1,,,,
4292,,1963,6,INDONESIA,-8.2,115.6,60,,,,,,,,,,,,
4293,,1963,4.9,SLOVENIA,46.1,14.8,130,,,,,,,,,,,,
8070,,1963,5.8,CHINA,47.9,130.6,30,,,,,,,,1,,,,
4294,,1963,5.1,IRAN,33.2,49.2,140,,,,,,,,,,,,
4297,,1963,6,MACEDONIA,42.1,21.3,130,1070,4,,,3300,4,1000,4,,4,,
4299,,1963,5.2,IRAN,28.2,55.7,140,,,,,,,,,,,,
4300,,1963,7.7,PERU,-13.8,-69.3,160,,,,,,,,,,,,
8028,,1963,6.5,CHINA,39.8,74.2,40,1,1,,,,,,1,40,1,,
4302,,1963,5.3,INDIA,33.9,74.8,60,,,,,,,,,,,,
9960,,1963,7.5,SOLOMON ISLANDS,-10.472,165.77,170,,,,,,,,,,,,
9961,,1963,7.5,SOLOMON ISLANDS,-10.286,165.413,170,,,,,,,,,,,,
9995,Tsu,1963,6.1,TURKEY,40.75,29,140,1,1,,,,2,,2,7,1,163,3
4303,Tsu,1963,7,PERU,-10.385,-78.022,160,1,1,,,,,,2,,,,2
6407,Tsu,1963,7.1,RUSSIA,44.426,149.272,50,,,,,,,,,,,,
4304,Tsu,1963,8.5,RUSSIA,44.77,149.798,50,,,,,,,,1,,,,
4305,Tsu,1963,7.9,RUSSIA,44.772,150.563,50,,,,,,,,,,,,
4306,,1963,8.3,INDONESIA,-6.86,129.58,170,,,,,,,,1,,,,
6408,Tsu,1963,6.6,INDONESIA,-6.4,105.4,60,,,,,,,,1,,,,1
6327,Tsu,1963,7.5,TONGA,-24.8,-176.6,170,,,,,,,,,,,,
4307,,1964,5.2,INDONESIA,-3.7,119.4,170,8,1,,,27,1,,2,,,,
4308,,1964,7,TAIWAN,23.2,120.6,30,107,3,,,479,3,,3,3000,4,,
8071,,1964,5.4,CHINA,26.1,101,30,,,,,,,,1,,,,
4310,,1964,4.6,AZORES (PORTUGAL),38.8,-28.4,130,,,,,,,,,,,,
4311,Tsu,1964,9.2,USA,61.017,-147.648,150,139,3,,,,,400,4,,3,,
4313,Tsu,1964,7,INDONESIA,5.9,95.7,60,,,,,,,,3,,3,,
4316,,1964,6,CROATIA,45.3,18.1,130,,,,,,,,,,,,
4317,,1964,6,TANZANIA,-4,34.9,10,1,1,,,19,1,,3,,,,
6547,Tsu,1964,6.9,JAPAN,40.3,139,30,,,,,,,,2,2,1,,
9813,Tsu,1964,6.6,JAPAN,40.4,139,30,,,,,,,,,,,,
4320,,1964,6.1,TURKEY,38.1,38.3,140,,,,,,,,,,,,
4322,Tsu,1964,7.5,JAPAN,38.65,139.2,30,26,1,,,450,3,80,4,2250,4,,
4324,,1964,7.5,VANUATU,-15.5,166.5,170,,,,,,,,,,,,
4326,,1964,7.4,MEXICO,18.3,-100.4,150,,,,,,,,,,,,
6594,Tsu,1964,6.8,RUSSIA,47.159,153.876,50,,,,,,,,,,,,
8073,,1964,4.7,CHINA,35.1,111.6,30,,,,,,,,1,23,1,,
4329,,1964,7,TURKEY,40.3,28.2,140,,,,,,,,,,,,
4331,Tsu,1964,7.6,PAPUA NEW GUINEA,-5.7,150.7,170,,,,,,,,1,,,,
6410,Tsu,1964,,JAPAN,40.4,138.9,30,,,,,,,,,,,,
4332,,1964,,IRAN,27,54,140,,,,,,,,,,,,
4333,,1965,5.5,ALGERIA,35.7,4.4,15,4,1,,,350,3,2,2,2500,4,,
8074,,1965,5.5,CHINA,35,111.63,30,,,,,,,,2,,3,,
4334,Tsu,1965,7.6,INDONESIA,-2.4,126.1,170,71,2,,,,,,2,3000,4,,
4337,Tsu,1965,8.7,USA,51.29,178.55,150,,,,,,,0.01,1,,,,
4340,,1965,5.1,IRAN,37.6,47.1,140,,,,,,,,,,,,
6411,Tsu,1965,7,CHILE,-25.67,-70.63,160,,,,,,,,,,,,
4341,Tsu,1965,6.3,GREECE,39.4,24,130,38,1,,,253,3,8,3,,3,,
4343,,1965,7.3,AFGHANISTAN,36.3,70.7,40,,,,,,,,,,,,
6412,Tsu,1965,6,CHILE,-31.81,-71.26,160,,,,,,,,,,,,
4345,,1965,7.3,CHILE,-32.4,-71.2,160,,,,,,,,,,,,
4347,Tsu,1965,7.6,USA,50.32,177.93,150,,,,,,,,,,,,
4349,,1965,7.1,GREECE,38.6,22.4,130,,,,,,,,,,,,
4350,,1965,6.2,GREECE,37.7,21.8,130,32,1,,,200,3,,3,,3,,
9812,,1965,6,JAPAN,34.9,138,30,1,1,,,4,1,,1,,,,
4351,,1965,6.6,USA,47.4,-122.3,150,7,1,,,,,28,4,,,,
4353,,1965,6,EL SALVADOR,13.5,-89.3,100,125,3,,,1138,4,35,4,,,,
6413,Tsu,1965,7.2,RUSSIA,44.7,148.7,50,,,,,,,,,,,,
4354,,1965,6,IRAN,28.1,55.9,140,,,,,,,,,,,,
6414,Tsu,1965,6.5,USA,53.03,-167.55,150,,,,,,,,1,,,,
8076,,1965,6.1,CHINA,22.4,101.6,30,,,,,,,,1,,,,
6415,Tsu,1965,6.3,GREECE,38.267,22.3,130,2,1,,,6,1,,2,,,,
6416,Tsu,1965,7.6,VANUATU,-15.8,167.2,170,,,,,,,,2,,,,2
6595,Tsu,1965,7.3,VANUATU,-15.9,166.8,170,,,,,,,,1,,1,,
4356,Tsu,1965,7.8,MEXICO,16.3,-95.8,150,6,1,,,,,,1,,,,1
6417,Tsu,1965,6.5,CHILE,-42.9,-75.13,160,,,,,,,,,,,,
8077,,1965,6.6,CHINA,43.9,87.8,40,,,,,,,,2,,3,,
8078,,1966,5.1,CHINA,27.9,99.7,30,,,,,,,,1,,1,,
4357,,1966,6.3,GREECE,39.2,22,130,,,,,60,2,4,2,450,3,,
8079,,1966,6.5,CHINA,26.1,103.1,30,,,,,,,,2,,3,,
8080,,1966,6.2,CHINA,26.1,103.1,30,,,,,,,,1,,1,,
8081,,1966,5.2,CHINA,37.47,115.03,30,,,,,,,,1,11,1,,
4358,,1966,6,TURKEY,39.1,41.6,140,,,,,,,,,,,,
4359,,1966,7.4,CHINA,37.35,114.92,30,,3,,,,,,4,,4,,
4360,Tsu,1966,8,TAIWAN,24.1,122.6,30,7,1,,,10,1,,2,,2,,
8082,,1966,5.6,CHINA,37.27,114.97,30,,,,,,,,1,,2,,
4362,,1966,7,UGANDA,0.6,30.2,10,140,3,,,,3,1.5,2,,,,
4364,,1966,7.6,CHINA,37.5,115.1,30,,3,,,,,,4,,4,,
8083,,1966,6.2,CHINA,37.68,115.27,30,,,,,,,,2,,2,,
8084,,1966,5.3,CHINA,37.25,114.78,30,,,,,,,,1,22,1,,
4366,,1966,,UZBEKISTAN,41.2,69.1,40,,,,,,,,,,,,
4367,,1966,4.8,TURKEY,38,42.6,140,,,,,,,,,,,,
4368,Tsu,1966,7.1,SOLOMON ISLANDS,-10.343,160.883,170,,,,,,,,,,,,
4369,,1966,6.3,NEPAL,29.554,80.854,60,80,2,,,100,2,1,2,5200,4,,
4370,,1966,,TURKEY,38.5,41.3,140,,,,,,,,,,,,
8337,,1966,4.6,TURKEY,38.9,41.3,140,12,1,,,20,1,,3,,,,
4371,Tsu,1966,5.5,RUSSIA,44.75,37,40,,,,,,,,,,,,
4372,,1966,5.6,INDIA,28.7,78.9,60,,,,,,,,,,,,
4376,,1966,6.8,TURKEY,39.2,41.6,140,,,,,,,,,,,,
4377,,1966,5.9,GREECE,37.5,22.1,130,,,,,25,1,14,3,180,3,,
4378,,1966,5.2,COLOMBIA,4.6,-73.9,160,,,,,,,,,,,,
8085,,1966,5.4,CHINA,24,97.7,30,,,,,,,,1,,,,
4379,,1966,5,VENEZUELA,10.8,-69.5,160,,,,,,,,,,,,
8086,,1966,6.4,CHINA,27.5,100.1,30,,,,,,,,3,,3,,
8087,,1966,5.2,CHINA,43.83,125.12,30,,,,,,,,3,,,,
4381,Tsu,1966,8.1,PERU,-10.748,-78.638,160,110,3,,,3000,4,35,4,,,,
4382,,1966,5.7,GREECE,39.2,21.2,130,1,1,,,23,1,,3,,3,,
4383,Tsu,1966,7.8,CHILE,-25.5,-70.7,160,3,1,,,6,1,0.4,1,,3,,
4386,Tsu,1966,7.8,SOLOMON ISLANDS,-11.893,166.445,170,,,,,,,,,,,,
7445,Tsu,1966,7.2,SOLOMON ISLANDS,-12.334,166.684,170,,,,,,,,,,,,
4387,,1967,6,GREECE,38.4,22,130,,,,,,,,,,,,
4388,,1967,7.5,MONGOLIA,48.1,102.8,40,,,,,,,,,,,,
8088,,1967,5.5,CHINA,30.2,104.1,30,,,,,,,,2,417,3,,
4418,,1967,5.6,ALBANIA,40,20.2,130,,,,,,,,2,77,2,,
4391,,1967,6.8,COLOMBIA,2.9,-74.9,160,,,,,,,,,,,,
4394,,1967,6.8,INDONESIA,-9.2,113.1,60,54,2,,,300,3,,3,2000,4,5000,4
6596,Tsu,1967,7,RUSSIA,45.53,151.11,50,,,,,,,,,,,,
7973,,1967,6.3,CHINA,38.5,116.5,30,,,,,,,,3,53886,4,,
4396,Tsu,1967,5.5,INDONESIA,-3.7,119.3,170,71,2,,,100,2,,2,,2,,
4397,Tsu,1967,6.1,INDONESIA,5.5,97.3,60,14,1,,,,,,3,2000,4,,
4398,,1967,5.9,GREECE,39.5,21.2,130,,,,,,,,,,,,
4399,,1967,5,ALGERIA,35.5,-0.1,15,10,1,,,15,1,,1,40,1,,
4403,,1967,7.3,TURKEY,40.7,30.8,140,,,,,,,,,,,,
4404,,1967,6.2,TURKEY,39.5,40.4,140,,,,,,,,,,,,
4407,,1967,6.8,COLOMBIA,6.8,-73,160,,,,,,,,,,,,
4410,Tsu,1967,6.5,VENEZUELA,10.6,-67.3,90,300,3,,,1536,4,140,4,,,,
4414,,1967,5.3,FRANCE,43.2,-0.5,120,,1,,,80,2,,2,,3,,
4415,Tsu,1967,6.4,PAPUA NEW GUINEA,-4.4,152.5,170,,,,,,,,,,,,
7974,,1967,6.8,CHINA,31.6,100.3,30,,,,,,,,4,,4,,
6420,Tsu,1967,7,PERU,-10.6,-79.8,160,,,,,,,,,,,,
4416,,1967,7,TAIWAN,24.5,122.2,30,2,1,,,,,,2,23,1,,
6421,Tsu,1967,5.9,CHILE,-28.78,-71.19,160,,,,,,,,,,,,
4417,,1967,6.5,ALBANIA,41.5,20.5,130,,,,,,,,,,,,
7975,,1967,5.7,CHINA,37.717,115.217,30,,,,,,,,2,,1,,
4421,,1967,6.6,INDIA,17.412,73.885,60,180,3,,,,,0.4,1,,,,
7976,,1967,5.4,CHINA,36.467,111.217,30,,,,,,,,1,,1,,
6630,Tsu,1967,7.5,CHILE,-21.7,-69.5,160,1,1,,,,3,,2,,2,,
4423,,1968,4.6,NICARAGUA,12.1,-86.2,100,,,,,,,2,2,,,,
4425,,1968,6,ITALY,37.9,13.1,130,216,3,,,563,3,320,4,,,,
8852,,1968,5.1,ITALY,37.8,13.2,130,8,1,,,55,2,,1,,,,
6422,Tsu,1968,7.3,RUSSIA,43.586,146.701,50,,,,,,,,,,,,
4427,,1968,7.8,PAPUA NEW GUINEA,-5.5,153.2,170,,,,,,,,,,,,
4428,Tsu,1968,7.2,GREECE,39.368,24.957,130,20,1,,,18,1,0.6,1,500,3,1951,4
4429,,1968,6.3,JAPAN,32,130.6,30,3,1,,,,,,2,,,,
4430,,1968,4.9,ALGERIA,36.08,5.07,15,1,1,,,4,1,,2,100,2,,
4431,,1968,7.6,AZORES (PORTUGAL),37.7,-29.4,130,,,,,,,,,,,,
8187,,1968,4.6,KENYA,-0.6,34.4,10,1,1,,,1,1,,1,,,,
4432,Tsu,1968,7.5,JAPAN,32.3,132.5,30,1,1,,,22,1,,2,,2,,
9992,Tsu,1968,4.6,ITALY,44.08,8,130,,,,,,,,,,,,
4434,,1968,5.3,IRAN,39.2,44.3,140,38,1,,,100,2,1,2,1000,2,,
4436,,1968,,IRAN,39.3,44.4,140,,,,,,,,,,,,
4438,Tsu,1968,8.2,JAPAN,40.8,143.2,30,52,2,,,330,3,131,4,1218,4,,
4439,Tsu,1968,7.5,JAPAN,41.5,142.7,30,,,,,,,,,,,,
4440,,1968,7.1,NEW ZEALAND,-41.7,172,170,,,,,,,,,,,,
4441,,1968,7.7,INDONESIA,-2.9,139.3,170,,,,,,,,,,,,
4442,,1968,5,ARMENIA,39.1,46.1,40,,,,,,,,,,,,
4443,Tsu,1968,7.2,JAPAN,39.4,143.1,30,,,,,,,,,,,,
4445,,1968,7,PERU,-5.6,-77.2,160,,,,,,,,,,,,
4446,,1968,5.3,IRAN,29.8,51.2,140,,,,,,,,,,,,
4447,Tsu,1968,7.3,KERMADEC ISLANDS (NEW ZEALAND),-30.8,-178.4,170,,,,,,,,,,,,
4448,Tsu,1968,7.3,PHILIPPINES,16.5,122.2,170,270,3,,,261,3,8,3,,1,,3
4451,,1968,7.5,MEXICO,16.5,-97.8,150,,,,,,,,,,,,
6423,Tsu,1968,,JAPAN,33.3,132.2,30,,,,,,,,,,,,
4452,Tsu,1968,7.6,INDONESIA,1.4,126.2,170,,,,,,,,1,,,,
4454,Tsu,1968,7.4,INDONESIA,0.2,119.8,170,200,3,,,58,2,,3,800,3,,
4456,,1968,7.3,IRAN,34,59,140,10488,4,,,17000,4,35,4,12000,4,,
4458,,1968,5,ARMENIA,39.1,46.2,40,,,,,,,,,,,,
4459,,1968,6.5,IRAN,34,58.2,140,700,3,,,,,,3,1500,4,,
4460,Tsu,1968,6.6,TURKEY,41.8,32.3,140,24,1,,,200,3,,3,2000,4,,
4462,,1968,5.4,IRAN,33.9,58.2,140,,,,,,,,,,,,
4463,Tsu,1968,6.2,VENEZUELA,10.5,-62.6,90,,,,,,,,,,,,
4464,,1968,5.1,TURKEY,39.2,40.1,140,,,,,,,,,,,,
4465,Tsu,1968,5.7,MEXICO,15.5,-92.7,150,,,,,,,,,,,,
4466,,1968,7.5,JAPAN,26.3,140.6,30,,,,,,,,,,,,
4468,,1968,6.9,AUSTRALIA,-31.6,117,60,,,,,,,,,,,,
4469,,1968,7.5,PAPUA NEW GUINEA,-3.4,143.3,170,,,,,,,,,,,,
4470,,1968,5.3,MONTENEGRO,42.1,19.3,130,,,,,,,,,,,,
4471,,1969,5.6,IRAN,37.1,57.9,140,,,,,,,,,,,,
4472,,1969,7.5,SOLOMON ISLANDS,-7.9,158.9,170,,,,,,,,,,,,
4473,,1969,7.6,JAPAN,45,143.2,30,,,,,,,,,,,,
4474,,1969,7.5,INDONESIA,4.8,127.4,170,,,,,,,,,,,,
7972,,1969,6.3,CHINA,41.45,79.367,40,4,1,,,,1,,3,,3,,
4476,Tsu,1969,7.4,INDONESIA,-3.1,118.9,170,664,3,,,97,2,,3,1287,4,,
4477,Tsu,1969,7.8,PORTUGAL,36.017,-10.95,130,25,1,,,80,2,,2,,3,,4
4479,,1969,5.6,TURKEY,39.2,28.5,140,,,,,,,,,,,,
4482,,1969,6.5,TURKEY,38.6,28.4,140,,,,,,,,,,,,
4483,,1969,6.2,ETHIOPIA,11.9,41.21,10,40,1,,,160,3,0.32,1,,3,,
4486,Tsu,1969,7,EGYPT,27.7,34,15,2,1,,,16,1,,3,107,3,,
4487,,1969,5.5,ALBANIA,40.7,19.8,130,,,,,,,,,,,,
6425,Tsu,1969,,JAPAN,32.2,132.1,30,,,,,,,,,,,,
4488,,1969,5.1,TURKEY,39.2,28.6,140,,,,,,,,,,,,
4489,,1969,7.4,CHINA,38.2,119.4,30,,,,,,,,4,,4,,
4490,,1969,5.9,PERU,-11.9,-75.1,160,,,,,,,,,,,,
4492,,1969,6.4,CHINA,22.317,111.8,30,3000,4,,,,,,4,10762,4,,
6597,Tsu,1969,5.4,PAPUA NEW GUINEA,-6.6,146.9,170,,,,,,,,,,,,
4493,,1969,4.7,ITALY,43.2,12.4,130,,,,,4,1,,1,,,,
4494,Tsu,1969,8.2,RUSSIA,43.6,147.9,50,,,,,,,,2,,,,
8089,,1969,5.5,CHINA,39.7,74.8,40,,,,,,,,1,10,1,,
4495,,1969,6.3,SOUTH AFRICA,-32.9,19.7,10,12,1,,,,,24,3,,,,
4497,,1969,6.2,PERU,-11.7,-75.1,160,,,,,,,,,,,,
4502,,1969,4.8,USA,38.467,-122.692,150,1,1,,,,,8.35,3,,,,
4504,,1969,5.8,SOUTH AFRICA,-33.1,19.6,10,,,,,,,,,,,,
4506,,1969,6,BOSNIA-HERZEGOVINA,44.9,17.3,130,,,,,,,,,,,,
4507,,1969,6.4,BOSNIA-HERZEGOVINA,44.9,17.2,130,,,,,,,,,,,,
4508,,1969,7.7,INDONESIA,2.1,94.6,60,,,,,,,,,,,,
4509,Tsu,1969,7.3,RUSSIA,57.7,163.6,50,,,,,,,,1,,,,
4510,,1969,4.2,ECUADOR,-0.8,-78.3,160,,,,,,,,,,,,
4511,Tsu,1969,7.2,GUADELOUPE,15.8,-59.7,90,,,,,,,,,,,,
4513,,1970,7.8,CHINA,24.1,102.5,30,10000,4,,,,,,3,,3,,
4514,Tsu,1970,7.6,PHILIPPINES,6.8,126.7,170,,,,,,,,,,,,
4515,,1970,7.1,PHILIPPINES,12.6,122.1,170,3,1,,,,2,,2,,,,
4519,,1970,5.4,PERU,-9.9,-75.6,160,12,1,,,,,,3,,3,,
7654,Tsu,1970,6,USA,57.5,-153.9,150,,,,,,,,1,,,,
4520,,1970,4.8,IRAN,38.6,44.7,140,5,1,,,,,,2,,3,,
4522,,1970,5.4,INDIA,21.7,73,60,26,1,,,200,2,,2,,,,
4523,,1970,7.4,TURKEY,39.2,29.5,140,1086,4,,,1174,4,55.6,4,8229,4,5586,4
4526,Tsu,1970,7.3,PHILIPPINES,15.78,121.71,170,15,1,,,200,3,,2,,,,
4528,,1970,5.7,TURKEY,39.1,28.7,140,,,,,43,1,,,150,3,,
7504,,1970,5.7,RUSSIA,43,47,40,,,,,,,,1,,1,,
4530,Tsu,1970,6.5,RUSSIA,43,47.1,40,,3,,,,,,3,,2,,
4531,Tsu,1970,7.9,PERU,-9.2,-78.8,160,66794,4,,,50000,4,530,4,,3,,
4537,,1970,6.6,KAZAKHSTAN,42.5,78.8,40,,,,,,,,3,5000,4,,
4538,,1970,7.6,AUSTRALIA,-59.1,157.8,170,,,,,,,,,,,,
6427,Tsu,1970,6,CHILE,-52,-73.8,160,,,,,,,,,,,,
6428,Tsu,1970,6.4,CHILE,-22.28,-70.55,160,,,,,,,,,,,,
4539,,1970,7.5,CANADA,51.8,-131,150,,,,,,,,,,,,
4549,,1970,4.9,TURKEY,38.8,36.7,140,1,1,,,,,,2,150,3,,
6430,Tsu,1970,7,JAPAN,32.2,131.7,30,,,,,13,1,,1,,,,
4543,,1970,6.7,IRAN,37.8,55.9,140,176,3,,,483,3,8,3,2000,4,,
4544,,1970,7.1,PERU,-1.5,-72.6,160,1,1,,,,2,,2,,,,
9962,,1970,7.5,SOLOMON ISLANDS,-14.095,166.57,170,,,,,,,,,,,,
4548,,1970,5.5,CROATIA,44,16,130,,,,,8,1,,2,,,,
4546,,1970,6.6,COLOMBIA,6.2,-77.6,160,,,,,2,1,0.4,1,104,3,,
6328,Tsu,1970,5.1,NEW ZEALAND,-44.64,173.62,170,,,,,,,,,,,,
4547,Tsu,1970,5.3,PHILIPPINES,20.6,122,170,,,,,,,,2,,3,,
4550,Tsu,1970,7.3,PAPUA NEW GUINEA,-4.907,145.471,170,18,1,,,20,1,1.75,2,800,3,,
6432,Tsu,1970,6,CHILE,-20.94,-69.81,160,,,,,,,,,,,,
6555,Tsu,1970,5.1,RUSSIA,43.84,39.34,40,,,,,,,,,,,,
4551,,1970,7.6,PERU,-4,-80.7,160,82,2,,,350,3,6,3,,,,
4554,,1971,8.1,INDONESIA,-3.1,139.7,170,,,,,,,,2,,1,,2
4555,,1971,7.1,INDONESIA,0.6,98.8,60,,,,,,,,2,,,,
4556,,1971,4.6,ITALY,42.5,11.8,130,24,1,,,150,3,41,4,40,1,1678,4
4558,,1971,6.5,USA,34.412,-118.4,150,65,2,,,2000,4,505,4,,,,
4559,,1971,5.3,IRAN,36.6,55.6,140,,,,,,,,,,,,
4560,,1971,5.1,IRAN,29.8,51.9,140,,,,,,,,,,,,
4561,,1971,5.9,IRAN,28.3,55.6,140,,,,,,,,,,,,
6433,Tsu,1971,7.1,USA,51.4,-177.2,150,,,,,,,,,,,,
4562,,1971,5.9,TURKEY,37.6,29.8,140,,,,,,,,,,,,
6800,,1971,6.7,TURKEY,38.8,40.5,140,,,,,,,,,,,,
4567,,1971,6.1,DOMINICAN REPUBLIC,18,-69.8,90,,,,,,2,,2,,,,
4568,,1971,5.2,INDONESIA,-7.2,109.1,60,1,1,,,6,1,,3,,,1377,4
4570,,1971,6.3,CHILE,-25.5,-69.2,160,,,,,,,,,,,,
4572,Tsu,1971,7.8,CHILE,-32.5,-71.2,160,83,2,,,447,3,236.4,4,,3,,
4574,Tsu,1971,7.9,PAPUA NEW GUINEA,-5.5,153.9,170,3,1,,,5,1,,1,,,,
4575,,1971,5.2,ITALY,44.8,10.3,130,2,1,,,,,,1,,,,
4576,Tsu,1971,7.9,PAPUA NEW GUINEA,-4.9,153.2,170,,,,,,,,2,,,,
4578,,1971,6.3,PERU,-2.7,-77.4,160,,,,,,,,,,,,
6434,Tsu,1971,7.3,JAPAN,41.4,143.5,30,,,,,,,,1,,,,
4579,,1971,5.3,IRAN,36.3,52.7,140,,,,,,,,,,,,
7923,,1971,5.9,CHINA,28.9,103.7,30,,1,,,,,,1,,1,,
4581,,1971,4.8,IRAN,30,50.7,140,,,,,,,,,,,,
4582,Tsu,1971,7.1,RUSSIA,46.5,141.2,50,,,,,,,,1,,,,1
6435,Tsu,1971,5.5,RUSSIA,46.7,141.4,50,,,,,,,,,,,,
6436,Tsu,1971,6.6,RUSSIA,46.4,141.2,50,,,,,,,,,,,,
6548,Tsu,1971,6.2,RUSSIA,46.3,140.9,50,,,,,,,,,,,,
